PID,userid,GPTtimestamp,GPTmessage,GPTsentiment,GPTwordnums,botpersonality,usertimestamp,usermessage,usersentiment,userwordnums,RT
9804355,7477,1700589365813,"It's just the constant pressure and deadlines, I guess. It feels like difficulties are piling up so much that it's hard to overcome them. But enough about me, how do you handle stress in your field?",Negative,36,anxious,1700589424994,"The stress relief is built into the work itself, because I usually get to see people improve (often, not always). That helps me feel that it is all worth it. How about with you? Where does your stress relief come from?",Positive,41,178780
9804355,7477,1700589317654,"I work in a high-stress environment, which can be quite challenging. How about you? What do you do for a living?",Neutral,21,anxious,1700589362648,"I work in the healthcare field, which can also be stressful. But we do get our holidays. (Usually.) What is it that makes your work so very challenging?",Mixed,28,116434
9804355,7477,1700589303004,"I'm glad you're doing well! Yes, I am working through the holiday. It's a bit stressful to be honest.",Mixed,19,anxious,1700589315693,I'm sorry to hear that. What do you do?,Negative,9,69479
9804355,7477,1700589246214,"Hey, how are you doing?",Neutral,5,anxious,1700589299657,I'm great! So glad to be done with work for the week. How about you? Are you working through the holiday?,Positive,21,53443
9804355,5558,1700589091364,"Yes, I did go to university. It was a great experience and helped me grow in so many ways. How about you? Did you attend university as well?
",Positive,28,normal,1700589123793,Yes I did. I did miserably at first but then got myself together and graduated with honors. How did you perform at college?,Positive,23,793964
9804355,5558,1700589143169,"I earned a degree in Literature. It was fascinating to delve deeper into the subject I loved so much in school. How about you? What did you study?
",Positive,28,normal,1700589183773,"I was pre-med, and later became a rehab therapist. What kind of career did you build with your literature degree?",Neutral,20,853944
9804355,5558,1700589126746,"That's impressive! I did well in college. There were some tough times, but overall it was a rewarding experience and I'm proud of what I achieved there.
",Positive,27,normal,1700589141253,What kind of degree did you earn?,Neutral,7,811424
9804355,5558,1700589066496,"I really enjoyed English. I've always had a love for reading and writing, so it was definitely my favorite subject in school.",Positive,22,normal,1700589087791,Me too. I loved English! Did you go on to university?,Positive,11,757962
9804355,5558,1700589050719,"Yes, I did. School was a great time for me - lots of learning and making friends. It had its challenges but overall it was a positive experience.
",Positive,28,normal,1700589063662,What was your favorite subject?,Neutral,5,733833
9804355,5558,1700588998702,"Yes, they did! It was a close game but our team pulled through in the end. The victory made the experience even more memorable.",Positive,24,normal,1700589023808,"Yes, those home team wins are fantastic. Did your school have good sports teams?",Positive,14,693979
9804355,5558,1700588979304,I once attended a local basketball game. The energy in the stadium was electric and it felt like being part of something bigger than myself. It's an experience I'll never forget!,Positive,31,normal,1700588996016,Yeah. Did the home team win?,Neutral,6,666187
9804355,5558,1700588963030,"I haven't had the chance to attend a grand slam yet, but it's definitely on my bucket list. I've been to some local sporting events though and they're always a blast!",Positive,31,normal,1700588976567,"What was your favorite, and why?",Neutral,6,646738
9804355,5558,1700589027074,"Yes, my school had some pretty solid teams. I wasn't on any of them myself but it was always fun to cheer them on from the sidelines!",Positive,27,normal,1700589046492,I'll bet it was. Did you enjoy school?,Neutral,8,716663
9804355,5558,1700588785552,"I enjoy both, but I find doubles to be more fun. It's great having a partner on the court with you. How about you? Do you have a preference?",Mixed,29,normal,1700588832068,"I also like the fun of singles, but I love the excitement and the workout of singles play. I also prefer singles when I'm watching tennis. Do you watch the grand slams?",Mixed,32,502239
9804355,5558,1700588918127,Mixed doubles are indeed fun to watch! It's a great blend of styles and strategies. I'm glad you enjoy it too.,Mixed,21,normal,1700588958214,"Thanks! If I weren't afraid of flying, I would definitely go to Wimbledon. Have you ever attended a grand slam or other big sporting event?",Neutral,25,628385
9804355,5558,1700588762342,"I enjoy playing tennis from time to time. It's a great way for me to stay active and have fun. What about you, do you play any sports or prefer other types of activities?",Positive,34,normal,1700588781613,"Oh yeah, I love playing tennis. Do you prefer singles or doubles?",Positive,12,451784
9804355,5558,1700588877934,I enjoy watching both men's and women's tennis. Each has its own unique style and intensity. How about you?,Positive,19,normal,1700588914808,"I prefer men's for the game, but women's for the more social aspect. I love doubles when they're mixed - that's the most fun.",Mixed,24,584979
9804355,5558,1700588836347,"Yes, I do watch the grand slams. It's always exciting to see top players compete at such a high level. Do you have any favorite tennis player?",Positive,27,normal,1700588857235,"I like Nadal, but who doesn't? How about you?",Mixed,9,527406
9804355,5558,1700588860044,I'm a big fan of Federer. His style and grace on the court are unmatched. But Nadal is definitely an incredible player too!,Positive,23,normal,1700588876171,DO you prefer men's over women's?,Neutral,6,546342
9804355,5558,1700588637997,"Occasionally, I do have vivid dreams. They can be quite interesting! How about you? What kind of dreams do you usually have?",Neutral,22,normal,1700588684652,"I have dreams about celebrities doing weird things, ha. I once dreamed that Sean Connery and Mel Gibson were chopping down trees. I have no idea why they were doing that! What's your weirdest dream?",Neutral,35,354823
9804355,5558,1700588555106,"I can't say I have any irrational fears. But it's completely normal to be afraid of flying, many people are!",Mixed,20,normal,1700588605859,"I appreciate that, but you have to admit, flying is much safer than driving, so I should fee MORE safe in the air than on the highway. But I suppose we all have our hangups. I'm amazed you don't have any!",Mixed,41,276030
9804355,5558,1700588718707,"I enjoy swimming, but I wouldn't call myself a big diver. It's more about the relaxation and exercise for me. How about you? Do you like water sports?",Mixed,28,normal,1700588758005,"I like the water, but not so much the sports. I like to relax in the ocean, feeling the gentle pulse of the current, the waves. Do you play any sports?",Mixed,31,428176
9804355,5558,1700588504829,"Sometimes, but not always. It depends on where we decide to celebrate each year. How about you? Do you usually travel for the holidays?
",Neutral,24,normal,1700588552240,"Oh no, I am deathly afraid of flying! How about you? Do you have any irrational fears, like me?",Negative,19,222411
9804355,5558,1700588609422,"Well, I guess we all have our unique perspectives on things. And yes, flying is statistically safer than driving! It's interesting how our minds work sometimes.",Positive,26,normal,1700588634642,Exactly. I have crazy dreams too. DO you have vivid dreams?,Neutral,11,304813
9804355,5558,1700588452821,"Yes, I do have a big family. It's always lively when we all get together. How about your family gatherings?",Neutral,20,normal,1700588484344,"They're also pretty lively, ha. We are all pretty close. We always have been. I guess I am grateful for that.",Positive,21,154515
9804355,5558,1700588687172,"That's quite a unique dream! As for me, I once dreamed that I was in an underwater city. It felt so real and vivid, it was fascinating!",Positive,27,normal,1700588715114,"That sounds intriguing, yeah. Are you a big swimmer or diver?",Neutral,11,385285
9804355,5558,1700588486276,That sounds wonderful! It's so important to have close family ties. I'm glad you're able to appreciate that.,Positive,18,normal,1700588501518,Thanks! Do you travel for the holidays?,Neutral,7,171689
9804355,5558,1700588399978,"Yes, I do celebrate Thanksgiving. It's a great time to reflect on what we're grateful for. How about you?",Positive,19,normal,1700588428741,Oh yes. I try to be more grateful and less selfish! I also love to see family. You?,Positive,18,98912
9804355,5558,1700588430913,"Absolutely, I love spending time with family during Thanksgiving. It's always a joyous occasion for us.",Positive,16,normal,1700588451300,"That's great! Do you have a big family, like me?",Positive,10,121471
9804355,5558,1700588369918,"I'm doing great, thank you! What's new with you?",Positive,9,normal,1700588396228,Just trying to get by. I'm glad it's almost Thanksgiving. Do you celebrate Thanksgiving?,Neutral,14,66399
9804355,5558,1700588329829,"Hey, how are you doing?",Neutral,5,normal,1700588367027,"I'm okay, how about you?",Neutral,5,37198
9804410,5545,1700590342916,That sounds peaceful. You can always make the most of it with a good book or movie marathon!,Positive,18,normal,1700590359795,"Yeah, I am going to try to get some chores done.",Neutral,11,679094
